SENSORIMOTOR_SOURCE_DOMAIN,TYPE,IMAGE_SCHEMA_ANNOTATION,SOURCE_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",TARGET_DOMAIN_FRAME,"FrameNet (frame), MetaNet (framedata)",CONCEPTUAL_METAPHOR,Language,LinguisticExamples,[SOURCE],TAKEN FROM,COMMENT ,
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Time,framedata:Time,FUTURE IS AHEAD,de,Nicht zuletzt auf Lehrer und Erzieher kommen neue Aufgaben zu.,"(131/140ff)[Baldauf, 1997:148]",IScat ,"Changed from ""FUTURE IS IN FRONT, PAST IS BEHIND” to “FUTURE IS AHEAD” OR “PAST IS BEHIND” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,We are moving ahead.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to “SUCCESS IS FRONT” or “FAILURE IS BACK” for consistency and also in MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,Let's forge ahead.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,Let's keep moving forward.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,We made lots of forward movement.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,We are sliding backward.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,We are backsliding.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,We need to backtrack.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,It is time to turn around and retrace our steps.,"[Lakoff, 1990:60]",IScat ,"Changed from “PROGRESS IS FORWARD MOVEMENT, UNDOING PROGRESS IS BACKWARD MOVEMENT” to ""PROGRESS IS FORWARD MOTION ALONG A PATH” according to MetaNet",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,She's ahead of the game.,[Macaranas et al. 2012],IScat ,"Not in MetaNet; changed from “SUCCESS IS FRONT, FAILURE IS BACK” to “SUCCESS IS FRONT” and “FAILURE IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,You are falling behind on your studies.,[Macaranas et al. 2012],IScat ,"Not in MetaNet; changed from “SUCCESS IS FRONT, FAILURE IS BACK” to “SUCCESS IS FRONT” and “FAILURE IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Success,frame:SuccessOrFailure,SUCCESS IS FRONT,en,Step forward and cast the first stone. Step back and let me handle this.,"[Macaranas et al., 2012]",IScat ,"Not in MetaNet; changed from “SUCCESS IS FRONT, FAILURE IS BACK” to “SUCCESS IS FRONT” and “FAILURE IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Failure,frame:SuccessOrFailure,FAILURE IS BACK,en,The government intends to go ahead with major tax cuts. We are learning to step back from ourselves and identify our strengths and weaknesses.,"[Hurtienne & Meschke, 2016]",IScat ,"Not in MetaNet; changed from “SUCCESS IS FRONT, FAILURE IS BACK” to “SUCCESS IS FRONT” and “FAILURE IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Importance,frame:Importance,IMPORTANT IS FRONT,en,The test was at the forefront of my attention.,"[Macaranas et al., 2012]",IScat ,"Not in MetaNet; changed from “IMPORTANT IS FRONT, UNIMPORTANT IS BACK” to “IMPORTANT IS FRONT” and “UNIMPORTANT IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Unimportance,frame:Importance,UNIMPORTANT IS BACK,en,That deadline is in the back of my mind.,"[Macaranas et al., 2012]",IScat ,"Not in MetaNet; changed from “IMPORTANT IS FRONT, UNIMPORTANT IS BACK” to “IMPORTANT IS FRONT” and “UNIMPORTANT IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Unimportance,frame:Importance,UNIMPORTANT IS BACK,en,He puts his work before everything. Backbenchers.,"[Hurtienne & Meschke, 2016]",IScat ,"Not in MetaNet; changed from “IMPORTANT IS FRONT, UNIMPORTANT IS BACK” to “IMPORTANT IS FRONT” and “UNIMPORTANT IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Importance,frame:Importance,IMPORTANT IS FRONT,en,Should we place the needs of Europe's working classes before the needs of the masses of Africa and Asia?,"[Cobuild Prepositions, 1995]",IScat ,"Not in MetaNet; changed from “IMPORTANT IS FRONT, UNIMPORTANT IS BACK” to “IMPORTANT IS FRONT” and “UNIMPORTANT IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Front,frame:NonGradableProximity,Novelty,frame:Age,NOVEL IS FRONT,en,We consider this agreement to be an important step forward.,"[Hurtienne & Meschke, 2016]",IScat ,"Not in MetaNet; changed from ""NOVEL IS FRONT, OLD-FASHIONED IS BACK” to “NOVEL IS FRONT” and “OLD-FASHIONED IS BACK” for consistency",
FRONT-BACK ,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Back,frame:NonGradableProximity,Novelty,frame:StageOfProgress,OLD-FASHIONED IS BACK,en, Don't risk your marketing department being left behind.,"[Hurtienne & Meschke, 2016]",IScat ,"Not in MetaNet; changed from ""NOVEL IS FRONT, OLD-FASHIONED IS BACK” to “NOVEL IS FRONT” and “OLD-FASHIONED IS BACK” for consistency",
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Politics,frame:PeopleAlongPoliticalSpectrum,"CONSERVATIVE IS RIGHT, SOCIAL-DEMOCRATIC IS LEFT",en,right-wing party,[ISCAT],IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Politics,frame:PeopleAlongPoliticalSpectrum,"CONSERVATIVE IS RIGHT, SOCIAL-DEMOCRATIC IS LEFT",en,left-wing party,[ISCAT],IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Time,framedata:Time,"PAST IS LEFT/RIGHT, FUTURE IS RIGHT/LEFT",en,No known spoken language uses the lateral (left–right) axis for time.,"[Casasanto, & Bottini 2013]",IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Valence,frame:MoralityEvaluation,"BAD IS LEFT, GOOD IS RIGHT",en,the right answer,[Casasanto 2009: 353|,IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Valence,frame:MoralityEvaluation,"BAD IS LEFT, GOOD IS RIGHT",en,my right-hand man,[Casasanto 2009: 353|,IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Valence,frame:MoralityEvaluation,"BAD IS LEFT, GOOD IS RIGHT",en,out in left field,[Casasanto 2009: 353|,IScat ,Not in MetaNet,
LEFT-RIGHT ,SPATIAL_PRIMITIVE,VERTICALITY,Left_right,frame:Direction,Valence,frame:MoralityEvaluation,"BAD IS LEFT, GOOD IS RIGHT",en,two left feet,[Casasanto 2009: 353|,IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He is in love.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,What kind of a state was he in when you saw him?,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,She can stay/remain silent for days.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,She can remain silent for days.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He is at rest.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,She is at play.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He remained standing.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He is at a certain stage in his studies.,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,What state is the project in?,"[Lakoff et al., 1991:8]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,They are in love.,"[Kövecses, 2002:135]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,I’m close to being in a depression and the next thing that goes wrong will send me over the edge.,"[Lakoff & Johnson, 1999:52]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,I’m in love.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,She’s out of her depression.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He’s on the edge of madness.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,He’s in a deep depression.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,She’s close to insanity.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,We’re far from safety.,"[Lakoff & Johnson, 1999:180]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,Harry’s in trouble.,"[Lakoff & Johnson, 1999:195]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,The renovation is at a crossroads.,"[Lakoff & Johnson, 1999:204]",IScat ,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Emotions,frame:Emotions,STATES/EMOTIONS ARE LOCATIONS,en,"When at rest, the computer goes into hibernation. ",MetaNet,MetaNet,In MetaNet “STATES ARE LOCATIONS” with the source “Trajector_landmark”,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Motion_along_a_path,framedata:Motion_along_a_path,States,frame:StateOfEntity,STATE OF NATION IS LOCATION ALONG PATH,en,East Timor took the first steps toward independence in the 1990s.,MetaNet,MetaNet,,
SOURCE_PATH_GOAL,IMAGE_SCHEMA,SOURCE_PATH_GOAL,Motion_along_a_path,framedata:Motion_along_a_path,States,frame:StateOfEntity,STATE OF NATION IS LOCATION ALONG PATH,en,The country is slowly moving out of recession. ,MetaNet,MetaNet,,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Motion,frame:Motion,Change,framedata:Change_of_state,CHANGE IS MOTION,en,Shape up!,"[Lakoff et al., 1991:10]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Motion,frame:Motion,Change,framedata:Change_of_state,CHANGE IS MOTION,en,He is a conformist.,"[Lakoff et al., 1991:10]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Motion,frame:Motion,Change,framedata:Change_of_state,CHANGE IS MOTION,en,She’s a reformed criminal.,"[Lakoff et al., 1991:10]",IScat ,same in MetaNet,
CONTAINER,SPATIAL_PRIMITIVE,CONTAINMENT,Area,frame:BoundedRegion,Subjects,frame:Topic,SUBJECTS ARE AREAS,en,He is working in many areas.,"[Lakoff et al., 1991:92]",IScat ,Not in MetaNet,
CONTAINER,SPATIAL_PRIMITIVE,CONTAINMENT,Area,frame:BoundedRegion,Subjects,frame:Topic,SUBJECTS ARE AREAS,en,He is in a difficult field.,"[Lakoff et al., 1991:92]",IScat ,Not in MetaNet,
CONTAINER,SPATIAL_PRIMITIVE,CONTAINMENT,Area,frame:BoundedRegion,Subjects,frame:Topic,SUBJECTS ARE AREAS,en,There are many subareas in linguistics.,"[Lakoff et al., 1991:92]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,Something good came about.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,It came into existence.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,It went out of existence.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,The baby is due any day.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,The baby is a new arrival.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,No answers were forth-coming.,"[Lakoff et al., 1991:70]",IScat ,"In MetaNet ""BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION”",
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,He's no longer with us.,MetaNet,MetaNet,,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Existence,frame:Existence,EXISTENCE IS A LOCATION ,en,He's gone / departed.,MetaNet,MetaNet,,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Motion,Creating,frame:Creating,CREATING IS MOVING TO A LOCATION ,en,The created object is brought into existence.,"[Lakoff et al., 1991:72]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Motion,Creating,frame:Creating,CREATING IS MOVING TO A LOCATION ,en,The created object is brought into being.,"[Lakoff et al., 1991:72]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Motion,Creating,frame:Creating,CREATING IS MOVING TO A LOCATION ,en,Aspirin can make your headaches go away.,"[Lakoff et al., 1991:72]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Position,frame:Locale,Emotions,frame:Feeling,EMOTIONAL STABILITY IS MAINTAINING POSITION,en,He’s on the edge.,"[Lakoff et al., 1991:148]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Position,frame:Locale,Emotions,frame:Feeling,EMOTIONAL STABILITY IS MAINTAINING POSITION,en,She came back from the brink.,"[Lakoff et al., 1991:148]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Position,frame:Locale,Emotions,frame:Feeling,EMOTIONAL STABILITY IS MAINTAINING POSITION,en,I’m hanging on by my fingertips.,"[Lakoff et al., 1991:148]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Position,frame:Locale,Emotions,frame:Feeling,EMOTIONAL STABILITY IS MAINTAINING POSITION,en,I’m on shaky ground.,"[Lakoff et al., 1991:148]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,We’ve got to explore this problem.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,We’ve got to survey the problem.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,Let’s map out the problem before we do anything else.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,I think we’re headed in the right direction.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,How close are we to finding a solution?,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,The solution still lies far ahead.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,We aren’t getting any nearer to an answer.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Region,frame:Locale,Problems,framedata:Problem,A PROBLEM IS A REGION IN A LANDSCAPE,en,Let’s not leave any stone unturned.,"[Lakoff et al., 1991:196]",IScat ,Not in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,I’m leaning toward leaving.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,They pushed him into running for president.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,They prodded me to run.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,I was drawn into the bank robbery.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,They stopped me from leaving.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
LOCATION,SPATIAL_PRIMITIVE,SOURCE_PATH_GOAL,Location,frame:Locale,Action,framedata:Action,ACTION IS BEING IN A LOCATION,en,I’ve taken steps toward canceling my policy.,"[Lakoff & Johnson, 1999:204]",IScat ,same in MetaNet,
